airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,route,duration_category,price
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Business,13.17,13,Bangalore → Hyderabad,Very Long (>12h),56476
Indigo,6E-6021,Kolkata,Afternoon,one,Night,Bangalore,Economy,6.83,28,Kolkata → Bangalore,Long (6-12h),4784
Air_India,AI-765,Kolkata,Evening,one,Afternoon,Mumbai,Economy,19.58,36,Kolkata → Mumbai,Very Long (>12h),7321
Air_India,AI-805,Delhi,Evening,one,Early_Morning,Chennai,Economy,11.33,5,Delhi → Chennai,Long (6-12h),11520
Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Business,20.67,34,Delhi → Bangalore,Very Long (>12h),42457
Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Mumbai,Business,5.67,6,Hyderabad → Mumbai,Medium (3-6h),53835
Air_India,AI-615,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.5,47,Mumbai → Bangalore,Very Long (>12h),3948
Air_India,AI-765,Kolkata,Evening,one,Night,Mumbai,Economy,26.33,16,Kolkata → Mumbai,Very Long (>12h),10891
Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,Economy,15.42,19,Kolkata → Hyderabad,Very Long (>12h),4724
Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,Business,11.5,46,Mumbai → Chennai,Long (6-12h),64173
Vistara,UK-910,Mumbai,Evening,one,Evening,Chennai,Economy,22.75,11,Mumbai → Chennai,Very Long (>12h),11129
Indigo,6E-6172,Kolkata,Night,one,Morning,Mumbai,Economy,10.75,20,Kolkata → Mumbai,Long (6-12h),4912
Air_India,AI-543,Hyderabad,Morning,one,Night,Kolkata,Economy,11.0,23,Hyderabad → Kolkata,Long (6-12h),5734
Air_India,AI-635,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.42,21,Mumbai → Kolkata,Long (6-12h),5502
Vistara,UK-994,Mumbai,Morning,one,Night,Hyderabad,Business,12.5,23,Mumbai → Hyderabad,Very Long (>12h),58125
AirAsia,I5-740,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.67,27,Delhi → Bangalore,Short (<3h),4499
Vistara,UK-834,Chennai,Evening,one,Early_Morning,Mumbai,Business,14.75,20,Chennai → Mumbai,Very Long (>12h),61873
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,15.33,12,Bangalore → Hyderabad,Very Long (>12h),4337
Indigo,6E-193,Chennai,Evening,zero,Night,Hyderabad,Economy,1.25,16,Chennai → Hyderabad,Short (<3h),2000
Vistara,UK-659,Hyderabad,Morning,one,Night,Mumbai,Economy,12.83,16,Hyderabad → Mumbai,Very Long (>12h),9343
Vistara,UK-832,Chennai,Early_Morning,two_or_more,Night,Bangalore,Economy,15.58,45,Chennai → Bangalore,Very Long (>12h),6437
Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.08,28,Mumbai → Hyderabad,Long (6-12h),4414
Vistara,UK-846,Bangalore,Morning,one,Night,Chennai,Business,14.58,25,Bangalore → Chennai,Very Long (>12h),44280
AirAsia,I5-1229,Chennai,Evening,one,Night,Mumbai,Economy,4.5,27,Chennai → Mumbai,Medium (3-6h),1830
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,16,Chennai → Mumbai,Very Long (>12h),69713
Air_India,AI-570,Mumbai,Early_Morning,one,Evening,Delhi,Business,14.5,24,Mumbai → Delhi,Very Long (>12h),50957
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,26.08,36,Bangalore → Hyderabad,Very Long (>12h),6262
Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Business,13.33,36,Mumbai → Delhi,Very Long (>12h),53152
Vistara,UK-814,Bangalore,Night,one,Evening,Kolkata,Business,22.42,13,Bangalore → Kolkata,Very Long (>12h),62188
Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Business,23.25,9,Chennai → Delhi,Very Long (>12h),70016
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Business,13.08,46,Mumbai → Kolkata,Very Long (>12h),57565
Vistara,UK-774,Kolkata,Night,one,Night,Hyderabad,Business,24.33,47,Kolkata → Hyderabad,Very Long (>12h),49207
AirAsia,I5-740,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,9.75,40,Delhi → Hyderabad,Long (6-12h),2050
Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,12.42,13,Delhi → Kolkata,Very Long (>12h),15412
Indigo,6E-6277,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.25,11,Hyderabad → Delhi,Long (6-12h),10543
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.17,8,Mumbai → Delhi,Short (<3h),22140
AirAsia,I5-942,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.67,29,Mumbai → Bangalore,Short (<3h),2124
AirAsia,I5-721,Delhi,Night,zero,Night,Bangalore,Economy,2.83,14,Delhi → Bangalore,Short (<3h),7426
Vistara,UK-778,Kolkata,Afternoon,one,Afternoon,Hyderabad,Business,21.25,13,Kolkata → Hyderabad,Very Long (>12h),52175
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,Business,7.0,48,Hyderabad → Kolkata,Long (6-12h),48851
GO_FIRST,G8-341,Mumbai,Night,zero,Night,Delhi,Economy,2.17,18,Mumbai → Delhi,Short (<3h),2339
Vistara,UK-890,Hyderabad,Evening,two_or_more,Night,Bangalore,Economy,29.0,16,Hyderabad → Bangalore,Very Long (>12h),6776
Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,Business,8.42,40,Hyderabad → Delhi,Long (6-12h),51875
GO_FIRST,G8-304,Chennai,Afternoon,zero,Afternoon,Mumbai,Economy,1.92,36,Chennai → Mumbai,Short (<3h),3000
Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,Economy,19.17,23,Bangalore → Kolkata,Very Long (>12h),7683
Vistara,UK-659,Hyderabad,Morning,one,Night,Bangalore,Economy,9.42,10,Hyderabad → Bangalore,Long (6-12h),18711
Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Business,20.17,18,Mumbai → Kolkata,Very Long (>12h),62045
SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,14,Delhi → Mumbai,Short (<3h),5955
Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,25.92,44,Delhi → Mumbai,Very Long (>12h),3831
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Business,10.5,38,Kolkata → Mumbai,Long (6-12h),62591
Vistara,UK-857,Mumbai,Night,zero,Night,Bangalore,Economy,1.83,22,Mumbai → Bangalore,Short (<3h),2074
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,10.92,13,Hyderabad → Mumbai,Long (6-12h),10248
Indigo,6E-802,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,4.5,46,Mumbai → Kolkata,Medium (3-6h),3980
Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Business,8.33,37,Hyderabad → Kolkata,Long (6-12h),48851
Vistara,UK-960,Mumbai,Morning,one,Morning,Kolkata,Economy,20.67,16,Mumbai → Kolkata,Very Long (>12h),5949
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,13.08,5,Chennai → Mumbai,Very Long (>12h),11069
AirAsia,I5-818,Bangalore,Early_Morning,one,Morning,Delhi,Economy,5.5,11,Bangalore → Delhi,Medium (3-6h),12110
Vistara,UK-738,Kolkata,Evening,one,Evening,Hyderabad,Business,22.25,40,Kolkata → Hyderabad,Very Long (>12h),52175
Indigo,6E-5312,Mumbai,Morning,one,Evening,Kolkata,Economy,8.5,17,Mumbai → Kolkata,Long (6-12h),8059
Air_India,AI-526,Kolkata,Evening,one,Morning,Chennai,Economy,15.92,31,Kolkata → Chennai,Very Long (>12h),7256
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Bangalore,Economy,17.0,46,Kolkata → Bangalore,Very Long (>12h),9088
AirAsia,I5-588,Kolkata,Afternoon,one,Late_Night,Delhi,Economy,11.83,40,Kolkata → Delhi,Long (6-12h),3014
Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,Economy,24.33,42,Kolkata → Bangalore,Very Long (>12h),6195
Air_India,AI-441,Delhi,Evening,one,Afternoon,Kolkata,Business,18.33,16,Delhi → Kolkata,Very Long (>12h),53209
Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,Business,22.67,21,Kolkata → Bangalore,Very Long (>12h),52287
Vistara,UK-774,Kolkata,Night,one,Night,Chennai,Business,26.5,43,Kolkata → Chennai,Very Long (>12h),55502
GO_FIRST,G8-530,Delhi,Early_Morning,one,Evening,Bangalore,Economy,9.17,35,Delhi → Bangalore,Long (6-12h),4020
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Business,24.25,6,Bangalore → Hyderabad,Very Long (>12h),56588
Indigo,6E-7623,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,7.67,38,Kolkata → Bangalore,Long (6-12h),4708
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Chennai,Business,18.17,41,Mumbai → Chennai,Very Long (>12h),74365
Air_India,AI-867,Mumbai,Night,one,Evening,Bangalore,Economy,18.75,12,Mumbai → Bangalore,Very Long (>12h),9201
Air_India,AI-9755,Kolkata,Morning,one,Evening,Delhi,Economy,10.0,32,Kolkata → Delhi,Long (6-12h),5282
Air_India,AI-887,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,24.33,22,Delhi → Chennai,Very Long (>12h),45257
Vistara,UK-818,Bangalore,Evening,one,Morning,Chennai,Economy,14.25,16,Bangalore → Chennai,Very Long (>12h),6791
Air_India,AI-867,Mumbai,Night,one,Morning,Chennai,Business,11.42,6,Mumbai → Chennai,Long (6-12h),49613
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Delhi,Business,16.75,40,Bangalore → Delhi,Very Long (>12h),54841
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Business,17.42,16,Bangalore → Mumbai,Very Long (>12h),54684
Air_India,AI-9547,Bangalore,Evening,one,Morning,Mumbai,Economy,13.33,2,Bangalore → Mumbai,Very Long (>12h),10167
Indigo,6E-6187,Delhi,Afternoon,one,Night,Kolkata,Economy,7.75,4,Delhi → Kolkata,Long (6-12h),11678
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,20.58,17,Chennai → Mumbai,Very Long (>12h),61873
SpiceJet,SG-4010,Chennai,Morning,one,Morning,Kolkata,Economy,24.17,43,Chennai → Kolkata,Very Long (>12h),4281
Vistara,UK-828,Chennai,Early_Morning,one,Night,Bangalore,Business,15.83,37,Chennai → Bangalore,Very Long (>12h),44144
Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Business,15.08,6,Mumbai → Kolkata,Very Long (>12h),64285
Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Business,16.17,6,Delhi → Bangalore,Very Long (>12h),42457
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Economy,14.42,35,Bangalore → Chennai,Very Long (>12h),4672
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.33,48,Delhi → Hyderabad,Very Long (>12h),46097
Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Business,14.17,23,Mumbai → Bangalore,Very Long (>12h),95012
Indigo,6E-282,Kolkata,Afternoon,two_or_more,Night,Delhi,Economy,8.33,12,Kolkata → Delhi,Long (6-12h),6489
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,6.08,22,Bangalore → Hyderabad,Long (6-12h),2767
Indigo,6E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,26,Delhi → Mumbai,Long (6-12h),3968
Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Business,8.67,16,Mumbai → Bangalore,Long (6-12h),66928
Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.75,17,Delhi → Bangalore,Long (6-12h),5635
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.42,5,Delhi → Hyderabad,Very Long (>12h),9840
GO_FIRST,G8-305,Chennai,Morning,one,Afternoon,Kolkata,Economy,5.42,26,Chennai → Kolkata,Medium (3-6h),9168
Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Business,25.58,10,Delhi → Hyderabad,Very Long (>12h),39321
AirAsia,I5-360,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.42,48,Kolkata → Bangalore,Long (6-12h),3862
Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.83,35,Delhi → Mumbai,Long (6-12h),6934
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.08,26,Bangalore → Mumbai,Very Long (>12h),69244
Air_India,AI-9881,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4.67,37,Hyderabad → Bangalore,Medium (3-6h),5500
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Economy,30.0,17,Kolkata → Mumbai,Very Long (>12h),9884
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Economy,9.25,40,Delhi → Hyderabad,Long (6-12h),5772
Air_India,AI-9517,Bangalore,Evening,two_or_more,Night,Mumbai,Economy,26.42,15,Bangalore → Mumbai,Very Long (>12h),9365
Indigo,6E-695,Hyderabad,Evening,zero,Night,Delhi,Economy,2.33,48,Hyderabad → Delhi,Short (<3h),2278
Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,Business,2.42,34,Kolkata → Delhi,Short (<3h),38590
Air_India,AI-569,Chennai,Early_Morning,two_or_more,Evening,Bangalore,Economy,30.300000000000004,3,Chennai → Bangalore,Very Long (>12h),14126
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.42,15,Delhi → Hyderabad,Very Long (>12h),51697
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,20.33,16,Mumbai → Hyderabad,Very Long (>12h),4593
Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Business,8.25,30,Bangalore → Mumbai,Long (6-12h),54684
GO_FIRST,G8-792,Kolkata,Evening,one,Early_Morning,Mumbai,Economy,14.58,42,Kolkata → Mumbai,Very Long (>12h),5507
Vistara,UK-809,Delhi,Evening,one,Morning,Hyderabad,Economy,13.25,46,Delhi → Hyderabad,Very Long (>12h),5761
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Business,9.75,20,Chennai → Delhi,Long (6-12h),60865
Air_India,AI-808,Bangalore,Night,one,Evening,Mumbai,Economy,23.0,3,Bangalore → Mumbai,Very Long (>12h),9277
Air_India,AI-573,Kolkata,Evening,one,Night,Delhi,Economy,26.08,32,Kolkata → Delhi,Very Long (>12h),8425
GO_FIRST,G8-327,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,13.83,10,Mumbai → Hyderabad,Very Long (>12h),11953
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,11.67,18,Kolkata → Bangalore,Long (6-12h),60978
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Chennai,Economy,7.0,31,Hyderabad → Chennai,Long (6-12h),6287
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.5,36,Chennai → Mumbai,Long (6-12h),80566
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Economy,2.25,32,Delhi → Hyderabad,Short (<3h),2150
GO_FIRST,G8-363,Mumbai,Night,one,Morning,Delhi,Economy,11.17,25,Mumbai → Delhi,Long (6-12h),3324
Air_India,AI-763,Kolkata,Early_Morning,zero,Morning,Delhi,Business,2.25,31,Kolkata → Delhi,Short (<3h),28510
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,11.42,2,Chennai → Delhi,Long (6-12h),103683
Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Business,22.33,4,Delhi → Kolkata,Very Long (>12h),43376
Air_India,AI-676,Kolkata,Morning,one,Night,Delhi,Economy,10.75,28,Kolkata → Delhi,Long (6-12h),5810
SpiceJet,SG-2697,Mumbai,Night,one,Night,Delhi,Economy,25.92,41,Mumbai → Delhi,Very Long (>12h),5833
GO_FIRST,G8-7545,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.83,36,Mumbai → Kolkata,Long (6-12h),4961
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.83,49,Kolkata → Mumbai,Very Long (>12h),5888
Air_India,AI-538,Chennai,Night,one,Afternoon,Kolkata,Economy,18.17,37,Chennai → Kolkata,Very Long (>12h),8249
Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Business,23.92,14,Delhi → Kolkata,Very Long (>12h),43376
Vistara,UK-865,Mumbai,Evening,zero,Night,Bangalore,Economy,1.75,10,Mumbai → Bangalore,Short (<3h),5208
Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,Economy,25.92,41,Hyderabad → Kolkata,Very Long (>12h),5960
Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,24.92,19,Mumbai → Bangalore,Very Long (>12h),6082
Indigo,6E-345,Kolkata,Morning,one,Evening,Chennai,Economy,10.0,12,Kolkata → Chennai,Long (6-12h),6977
AirAsia,I5-1982,Bangalore,Early_Morning,one,Night,Delhi,Economy,14.33,6,Bangalore → Delhi,Very Long (>12h),9799
Indigo,6E-426,Bangalore,Night,one,Late_Night,Delhi,Economy,5.83,43,Bangalore → Delhi,Medium (3-6h),3236
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Chennai,Economy,13.42,18,Hyderabad → Chennai,Very Long (>12h),10225
Air_India,AI-537,Delhi,Evening,one,Morning,Kolkata,Business,17.33,3,Delhi → Kolkata,Very Long (>12h),51474
GO_FIRST,G8-125,Kolkata,Morning,zero,Morning,Hyderabad,Economy,2.17,4,Kolkata → Hyderabad,Short (<3h),7644
Air_India,AI-679,Mumbai,Morning,one,Evening,Chennai,Economy,5.83,32,Mumbai → Chennai,Medium (3-6h),4757
Vistara,UK-824,Chennai,Night,two_or_more,Early_Morning,Hyderabad,Economy,11.33,25,Chennai → Hyderabad,Long (6-12h),6032
Air_India,AI-503,Bangalore,Evening,one,Evening,Mumbai,Business,24.67,12,Bangalore → Mumbai,Very Long (>12h),54684
Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Business,11.33,4,Delhi → Mumbai,Long (6-12h),53164
Indigo,6E-417,Kolkata,Afternoon,one,Night,Hyderabad,Economy,5.92,42,Kolkata → Hyderabad,Medium (3-6h),4279
Indigo,6E-6917,Kolkata,Afternoon,one,Night,Delhi,Economy,5.42,43,Kolkata → Delhi,Medium (3-6h),2994
Air_India,AI-538,Chennai,Night,one,Afternoon,Kolkata,Business,18.17,36,Chennai → Kolkata,Very Long (>12h),55377
Vistara,UK-873,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,13.17,46,Mumbai → Bangalore,Very Long (>12h),4658
Indigo,6E-2005,Delhi,Morning,one,Night,Chennai,Economy,10.42,2,Delhi → Chennai,Long (6-12h),8596
GO_FIRST,G8-133,Delhi,Afternoon,one,Night,Bangalore,Economy,6.08,5,Delhi → Bangalore,Long (6-12h),12045
Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,14.0,7,Delhi → Chennai,Very Long (>12h),16391
AirAsia,I5-1569,Mumbai,Night,one,Late_Night,Delhi,Economy,6.25,46,Mumbai → Delhi,Long (6-12h),2336
Vistara,UK-836,Chennai,Morning,one,Night,Kolkata,Economy,12.0,28,Chennai → Kolkata,Long (6-12h),5937
Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,Economy,8.58,32,Bangalore → Mumbai,Long (6-12h),8117
AirAsia,I5-1426,Bangalore,Afternoon,one,Late_Night,Delhi,Economy,12.0,20,Bangalore → Delhi,Long (6-12h),2723
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,21.5,15,Delhi → Hyderabad,Very Long (>12h),5772
SpiceJet,SG-3281,Kolkata,Afternoon,one,Night,Hyderabad,Economy,5.92,5,Kolkata → Hyderabad,Medium (3-6h),6804
GO_FIRST,G8-292,Bangalore,Night,one,Afternoon,Kolkata,Economy,14.67,46,Bangalore → Kolkata,Very Long (>12h),6009
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Business,5.17,12,Bangalore → Chennai,Medium (3-6h),44280
Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Delhi,Economy,9.75,17,Bangalore → Delhi,Long (6-12h),9443
Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Business,16.08,49,Kolkata → Delhi,Very Long (>12h),66063
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Bangalore,Economy,10.33,35,Hyderabad → Bangalore,Long (6-12h),6256
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Business,7.0,18,Hyderabad → Bangalore,Long (6-12h),56702
Air_India,AI-883,Delhi,Night,one,Night,Hyderabad,Economy,23.08,37,Delhi → Hyderabad,Very Long (>12h),6569
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,15.92,12,Hyderabad → Kolkata,Very Long (>12h),10248
Indigo,6E-2349,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,6.33,17,Hyderabad → Kolkata,Long (6-12h),6207
Vistara,UK-738,Kolkata,Evening,two_or_more,Morning,Mumbai,Business,15.0,45,Kolkata → Mumbai,Very Long (>12h),64831
Air_India,AI-440,Chennai,Early_Morning,one,Morning,Bangalore,Economy,26.75,3,Chennai → Bangalore,Very Long (>12h),20583
Vistara,UK-897,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.58,8,Bangalore → Mumbai,Long (6-12h),8224
GO_FIRST,G8-803,Bangalore,Evening,one,Morning,Kolkata,Economy,13.83,24,Bangalore → Kolkata,Very Long (>12h),11452
Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Business,16.67,44,Delhi → Kolkata,Very Long (>12h),53209
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Mumbai,Business,20.17,4,Bangalore → Mumbai,Very Long (>12h),81788
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,13.5,34,Hyderabad → Mumbai,Very Long (>12h),45883
Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,7,Delhi → Mumbai,Long (6-12h),12990
AirAsia,I5-783,Delhi,Early_Morning,one,Night,Chennai,Economy,14.83,29,Delhi → Chennai,Very Long (>12h),2974
Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Business,16.0,17,Mumbai → Delhi,Very Long (>12h),59021
GO_FIRST,G8-812,Bangalore,Night,one,Morning,Hyderabad,Economy,11.75,25,Bangalore → Hyderabad,Long (6-12h),4337
Air_India,AI-402,Kolkata,Morning,one,Night,Chennai,Business,13.17,4,Kolkata → Chennai,Very Long (>12h),55983
GO_FIRST,G8-171,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.25,16,Delhi → Kolkata,Very Long (>12h),5954
AirAsia,I5-2991,Kolkata,Night,one,Early_Morning,Mumbai,Economy,9.67,38,Kolkata → Mumbai,Long (6-12h),3379
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Delhi,Economy,5.17,33,Hyderabad → Delhi,Medium (3-6h),5892
Indigo,6E-269,Chennai,Morning,one,Evening,Delhi,Economy,10.0,11,Chennai → Delhi,Long (6-12h),7877
Air_India,AI-672,Chennai,Evening,one,Evening,Bangalore,Economy,26.42,5,Chennai → Bangalore,Very Long (>12h),18798
Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,22.33,29,Delhi → Hyderabad,Very Long (>12h),5772
GO_FIRST,G8-391,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.25,38,Mumbai → Delhi,Short (<3h),2339
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,10.17,46,Bangalore → Delhi,Long (6-12h),4028
Air_India,AI-651,Mumbai,Morning,one,Afternoon,Delhi,Business,28.92,4,Mumbai → Delhi,Very Long (>12h),39610
Air_India,AI-542,Delhi,Morning,one,Afternoon,Mumbai,Business,26.5,42,Delhi → Mumbai,Very Long (>12h),42777
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,8.58,10,Hyderabad → Mumbai,Long (6-12h),12747
Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,7.5,23,Delhi → Bangalore,Long (6-12h),7110
Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,Economy,14.25,38,Hyderabad → Chennai,Very Long (>12h),6287
AirAsia,I5-1569,Mumbai,Night,one,Morning,Chennai,Economy,11.17,9,Mumbai → Chennai,Long (6-12h),5939
Air_India,AI-506,Delhi,Morning,one,Night,Hyderabad,Economy,10.5,1,Delhi → Hyderabad,Long (6-12h),18975
AirAsia,I5-2991,Kolkata,Night,one,Morning,Delhi,Economy,11.33,20,Kolkata → Delhi,Long (6-12h),3014
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.83,40,Bangalore → Mumbai,Very Long (>12h),54684
Air_India,AI-402,Kolkata,Morning,one,Morning,Hyderabad,Business,24.08,19,Kolkata → Hyderabad,Very Long (>12h),52063
Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.67,12,Mumbai → Delhi,Long (6-12h),53152
GO_FIRST,G8-7549,Delhi,Afternoon,one,Night,Bangalore,Economy,4.75,32,Delhi → Bangalore,Medium (3-6h),3568
Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,26,Bangalore → Delhi,Long (6-12h),3674
Indigo,6E-6739,Delhi,Evening,zero,Evening,Chennai,Economy,2.83,11,Delhi → Chennai,Short (<3h),7425
Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Economy,8.25,23,Mumbai → Bangalore,Long (6-12h),6765
Air_India,AI-766,Chennai,Morning,one,Night,Bangalore,Economy,12.58,27,Chennai → Bangalore,Very Long (>12h),11284
Vistara,UK-720,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.42,21,Kolkata → Delhi,Short (<3h),4001
Vistara,UK-738,Kolkata,Evening,one,Evening,Chennai,Economy,21.58,5,Kolkata → Chennai,Very Long (>12h),13014
Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Economy,13.17,24,Bangalore → Mumbai,Very Long (>12h),6578
Air_India,AI-763,Kolkata,Early_Morning,one,Late_Night,Bangalore,Business,17.17,12,Kolkata → Bangalore,Very Long (>12h),60978
GO_FIRST,G8-312,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,14.25,13,Bangalore → Kolkata,Very Long (>12h),5177
Indigo,6E-6339,Bangalore,Early_Morning,one,Morning,Delhi,Economy,6.75,23,Bangalore → Delhi,Long (6-12h),3788
Vistara,UK-846,Bangalore,Morning,one,Late_Night,Delhi,Business,15.67,44,Bangalore → Delhi,Very Long (>12h),54841
Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,41,Delhi → Mumbai,Medium (3-6h),4959
Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Business,3.5,7,Delhi → Mumbai,Medium (3-6h),22152
Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.25,4,Mumbai → Hyderabad,Very Long (>12h),45693
Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Economy,6.67,16,Chennai → Mumbai,Long (6-12h),10279
